ugc
352,MCG+4-2-0,1.4,0.9,140,,16.5
353,MCG+1-2-33,1.4,0.5,124,Sc,15.6
354,MCG+4-2-32,1,0.3,119,Sb-c,16
355,MCG+5-2-27,1.2,0.35,123,SBa-b,14.5
356,MCG+4-2-33,3,1.6,45,Sa,13.7
357,MCG+3-2-0,1.3,0.6,177,Sb-c,15.6
358,MCG+0-2-88,1.3,1.3,,S,15.3
359,MCG+1-2-35,1,0.4,136,S,15.5
360,MCG+4-2-0,1.7,0.5,,,16
361,MCG+8-2-0,1.2,1,100,COMPACT,15.7
362,MCG+5-2-0,1.2,0.9,,DWRF SP,17
363,MCG+7-2-0,1,0.2,159,S,16.5
364,MCG+3-2-17,1.2,0.45,58,S,14.5
365,MCG+4-2-35,3.5,1.1,88,Sb,13.3
366,MCG+5-2-0,1.2,0.9,,COMPACT,16
367,MCG+4-2-36,1.7,,,COMPACT,14.8
368,MCG+6-2-0,1,0.2,142,S,16.5
369,MCG+0-2-92,4,3.5,90,Sb/Sc,14.5
370,MCG+2-2-23,1.3,1.2,,S IV-V,16
371,MCG+5-2-29,1.8,0.15,45,Sc,15
372,MCG+7-2-9,2.3,2.1,,S IV-V,17
373,MCG+1-2-0,1.2,0.5,170,S?,16
374,MCG+2-2-24,1.3,1.2,,Sc,15
375,MCG+4-2-38,1.2,1.2,,COMPACT,15
376,MCG+5-2-0,1.4,0.1,142,Sc,16
377,MCG+1-2-0,1.3,0.7,157,,17
378,MCG+8-2-8,1,0.2,66,PECULR,16.5
379,MCG+1-2-37,1.2,0.3,120,Sc,16
380,MCG+1-2-39,2.8,2.3,160,SBc,14.3
381,MCG+5-2-30,1.6,1.2,5,VY CMPT,15.3
382,MCG+0-2-95,2.3,1.8,75,Sa,13.8
383,MCG+1-2-40,1.3,1.1,,,17
384,MCG+5-2-33,1.9,1.7,,Sc,14.9
385,MCG+2-2-0,2.3,0.8,65,PECULR,15.7
386,MCG+2-2-25,1.5,0.9,170,S0,15.2
387,MCG+5-2-35,2.1,1.6,130,(E),13.8
388,MCG+5-2-34,1.7,0.8,3,Sc,16
389,MCG+0-2-99,1,0.4,73,,15.4
390,MCG+0-2-98,1.7,1.1,23,SB0-a,14.8
391,MCG+8-2-9,1.1,0.6,77,SBb,16
392,MCG+14-1-9,1.8,0.25,15,S,14.8
393,MCG+3-2-20,2,0.6,170,S-IRR,16.5
394,MCG+7-2-13,2.2,0.7,5,SB IV,15.7
395,MCG+5-2-36,1.2,0.7,90,COMPACT,15.4
