pln
NGC 1501,PK144+6.1,04 07.0,+60 55,56x48,3,11.9,14.2,11.58,Cam,Record: 8+  8+
NGC 1514,PK165-15.1,04 09.3,+30 47,136x121,3+2,10.9,9.4,12.61,Tau,Record: 13+  8+
NGC 1535,PK206-40.1,04 14.3,-12 44,48x42,4+2c,9.4,11.6,7.15,Eri,Record: 8+  8+
NGC 2022,PK196-10.1,05 42.1,+09 05,29x28,4+2,11.7,14.98,9.98,Ori,Record: 13+  8+
NGC 2242,PK170+15.1,06 34.1,+44 47,22,,15.2,,13.02,Aur,Record: 17.5+  20+
NGC 2346,PK215+3.1,07 09.4,-00 48,60x50,3b+6,11.9,11.16,11.70,Mon,Record: 13+  8+
NGC 2371,PK189+19.1,07 25.6,+29 29,74x54,3a+2,11.2,14.8,11.31,Gem,Record: 17.5+  8+
NGC 2372,PK189+19.1,07 25.6,+29 29,74x54,3a+2,11.2,14.8,11.31,Gem,Record: 17.5+  8+
NGC 2392,PK197+17.1,07 29.2,+20 55,47x43,3b+3b,9.2,10.4,8.57,Gem,Record: 13+ 17.5+ 8+
NGC 2438,PK231+4.2,07 41.8,-14 44,73x68,4+2,11.5,17.7,11.85,Pup,Record: 13+  8+
NGC 2440,PK234+2.1,07 41.9,-18 13,74x42,5+3,9.3,14.0,9.14,Pup,Record: 13+  8+
NGC 2452,PK243-1.1,07 47.4,-27 20,31x24,4+3,11.9,17.7,10.19,Pup,Record: 13+  8+
NGC 246,PK118-74.1,00 47.1,-11 52,240x210,3b,10.4,11.78,13.50,Cet,Record: 8+ 17.5+ 8+
NGC 2610,PK239+13.1,08 33.4,-16 09,50x47,4+2,13.0,15.5,12.54,Hya,Record: 13+  8+
NGC 2792,PK265+4.1,09 12.4,-42 26,18,4,11.8,13.78,9.18,Vel,Record: 13+  8+
NGC 2818,PK261+8.1,09 16.0,-36 38,85x47,3b,11.5,19.4,11.91,Pyx,Record: 13+  8+
NGC 2899,PK277-3.1,09 27.1,-56 06,120x68,,12.2,15.9,13.09,Vel,Record: 13+  8+
NGC 3132,PK272+12.1,10 07.0,-40 26,62x43,4+2,9.7,10.0,9.37,Vel,Record: 8+ 17.5+ 8+
NGC 3195,PK296-20.1,10 09.4,-80 52,43x36,3,11.5,15.3,10.58,Cha,Record: 17.5+  8+
NGC 3211,PK286-4.1,10 17.8,-62 40,17,2b,10.7,18.0,7.96,Car,Record: 17.5+  8+
NGC 3242,PK261+32.1,10 24.8,-18 39,40x35,4+3b,7.3,13.3,6.27,Hya,Record: 13+ 17.5+ 8+
NGC 3587,PK148+57.1,11 14.8,+55 01,202x196,3a,9.8,16.0,12.41,UMa,Record: 13+ 17.5+ 8+
NGC 3699,PK292+1.1,11 28.0,-59 57,71,,11.0,,11.37,Cen,Record: 17.5+  8+
NGC 3918,PK294+4.1,11 50.3,-57 11,19,2b,8.2,,5.70,Cen,Record: 17.5+  8+
NGC 40,PK120+9.1,00 13.0,+72 31,38x35,3b+b,10.6,11.5,10.09,Cep,Record: 8+  8+
NGC 4071,PK298-4.1,12 04.3,-67 19,80x51,,13.0,19.2,13.14,Mus,Record:   8+
NGC 4361,PK294+43.1,12 24.5,-18 47,93x37,3a+2,11.0,13.0,10.95,Crv,Record: 13+ 17.5+ 8+
NGC 5189,PK307-3.1,13 33.5,-65 58,185x130,5,9.5,14.9,11.56,Mus,Record: 17.5+  8+
NGC 5307,PK312+10.1,13 51.1,-51 12,15x10,3,11.2,14.6,7.75,Cen,Record: 17.5+ 17.5+ 8+
NGC 5315,PK309-4.2,13 54.0,-66 31,6,2,9.9,14.4,4.89,Cir,Record:   8+
NGC 5844,PK317-5.1,15 10.7,-64 40,68x41,,13.3,,12.22,TrA,Record: 17.5+  8+
NGC 5873,PK331+16.1,15 12.8,-38 08,8x6,2,11.2,15.5,6.51,Lup,Record: 13+  8+
NGC 5882,PK327+10.1,15 16.8,-45 39,16x15,,9.5,13.4,6.56,Lup,Record: 13+  8+
NGC 5979,PK322-5.1,15 47.7,-61 13,8,,11.8,15.3,7.42,TrA,Record: 17.5+  8+
NGC 6026,PK341+13.1,16 01.3,-34 33,54x36,4,13.2,13.2,12.53,Lup,Record: 13+  8+
NGC 6058,PK64+48.1,16 04.4,+40 41,24x21,3+2,12.9,13.7,10.76,Her,Record: 8+  8+
NGC 6072,PK342+10.1,16 13.0,-36 14,70,3a,11.3,17.5,11.64,Sco,Record: 8+  8+
NGC 6153,PK341+5.1,16 31.5,-40 15,28x21,4,10.6,16.1,8.63,Sco,Record: 13+  8+
NGC 6210,PK43+37.1,16 44.5,+23 48,20x13,2+3b,8.8,12.3,5.94,Her,Record: 13+  8+
NGC 6302,PK349+1.1,17 13.7,-37 06,83x24,6,9.7,,9.06,Sco,Record: 13+  8+
NGC 6309,PK9+14.1,17 14.1,-12 55,19x10,3b+6,11.5,14.4,11.19,Oph,Record: 13+  8+
NGC 6326,PK338-8.1,17 20.8,-51 45,11x6,3b,11.1,13.5,6.75,Ara,Record: 17.5+ 17.5+ 8+
NGC 6337,PK349-1.1,17 22.3,-38 29,49x45,4,12.0,14.9,11.47,Sco,Record: 13+ 17.5+ 8+
NGC 6369,PK2+5.1,17 29.3,-23 46,30,4+2,11.5,16,9.99,Oph,Record: 13+  8+
NGC 6439,PK11+5.1,17 48.3,-16 28,6x5,2a,12.7,18.0,7.50,Sgr,Record: 13+  8+
NGC 6445,PK8+3.1,17 49.3,-20 01,38x29,3b+3,10.9,19.1,9.61,Sgr,Record: 8+  8+
NGC 650,PK130-10.1,01 42.3,+51 35,163x107,3+6,10.1,16.3,10.36,Per,Record: 13+ 17.5+ 8+
NGC 651,PK130-10.1,01 42.3,+51 35,163x107,3+6,10.1,16.3,10.36,Per,Record: 13+ 17.5+ 8+
NGC 6537,PK10+0.1,18 05.2,-19 51,27x15,2a+6,11.9,19.5,6050,Sgr,Record: 13+ 17.5+ 8+
NGC 6543,PK96+29.1,17 58.6,+66 38,22x18,3a+2,8.1,10.9,5.76,Dra,Record: 8+ 17.5+ 8+
NGC 6563,PK358-7.1,18 12.0,-33 52,50x37,3a,10.8,18.0,10.08,Sgr,Record: 8+  8+
NGC 6565,PK3-4.5,18 11.9,-28 11,10x8,4,11.4,19.5,7.26,Sgr,Record: 13+  8+
NGC 6567,PK11-0.2,18 13.8,-19 05,11x7,2a+3,10.9,15,6.72,Sgr,Record: 8+  8+
NGC 6572,PK34+11.1,18 12.1,+06 51,16x13,2a,8.0,13.6,4.90,Oph,Record: 8+  8+
NGC 6578,PK10-1.1,18 16.3,-20 27,13x10,2a,12.6,14.0,8.99,Sgr,Record: 13+  8+
NGC 6620,PK5-6.1,18 22.9,-26 49,5,2b,12.7,,7.30,Sgr,Record: 13+  8+
NGC 6629,PK9-5.1,18 25.7,-23 12,16x14,2a,11.2,13.0,8.18,Sgr,Record: 17.5+  8+
NGC 6644,PK8-7.2,18 32.6,-25 08,3,2,10.8,15.6,4.29,Sgr,Record: 17.5+  8+
NGC 6720,PK63+13.1,18 53.6,+33 02,86x63,4+3,8.8,15.0,9.24,Lyr,Record: 13+ 17.5+ 8+
NGC 6741,PK33-2.1,19 02.6,-00 27,9x7,4,11.4,14.7,7.00,Aql,Record: 17.5+ 17.5+ 8+
NGC 6742,PK78+18.1,18 59.3,+48 28,31x30,2c,13.4,19.4,11.93,Dra,Record: 17.5+ 17.5+ 8+
NGC 6751,PK29-5.1,19 05.9,-06 00,21,3,11.5,13,9.22,Aql,Record: 13+ 17.5+ 8+
NGC 6765,PK62+9.1,19 11.1,+30 33,38,5,13.1,16.0,12.11,Lyr,Record: 13+ 17.5+ 8+
NGC 6772,PK33-6.1,19 14.6,-02 42,70x56,3b+2,12.6,18.7,12.69,Aql,Record: 8+ 17.5+ 8+
NGC 6778,PK34-6.1,19 18.4,-01 36,25x19,3+3,12.1,15,9.90,Aql,Record: 13+ 17.5+ 8+
NGC 6781,PK41-2.1,19 18.5,+06 32,111x109,3b+3,11.6,16.3,12.92,Aql,Record: 13+ 17.5+ 8+
NGC 6790,PK37-6.1,19 22.9,+01 31,10x5,2,10.7,13.5,5.95,Aql,Record: 13+ 17.5+ 8+
NGC 6803,PK46-4.1,19 31.3,+10 03,6,2a,11.5,15.2,6.49,Aql,Record: 8+ 17.5+ 8+
NGC 6804,PK45-4.1,19 31.6,+09 14,62x49,4+2,12.2,13,12.02,Aql,Record: 13+ 17.5+ 8+
NGC 6807,PK42-6.1,19 34.6,+05 41,2,2,12.2,16.3,4.81,Aql,Record: 17.5+  8+
NGC 6818,PK25-17.1,19 44.0,-14 09,22x15,4,9.4,16.9,6.80,Sgr,Record: 13+ 17.5+ 8+
NGC 6826,PK83+12.1,19 44.8,+50 32,128,3a+2,8.9,10.6,10.55,Cyg,Record: 8+ 17.5+ 8+
NGC 6833,PK82+11.1,19 49.8,+48 58,2,2,12.1,15.1,4.71,Cyg,Record: 13+  8+
NGC 6842,PK65+0.1,19 55.0,+29 17,57,3b,13.5,16.0,13.39,Vul,Record: 8+ 17.5+ 8+
NGC 6852,PK42-14.1,20 00.7,+01 44,28,4,12.9,17.9,11.24,Aql,Record: 13+ 17.5+ 8+
NGC 6853,PK60-3.1,19 59.6,+22 43,480x340,3+2,7.1,12.0,11.25,Vul,Record: 17.5+ 17.5+ 8+
NGC 6879,PK57-8.1,20 10.4,+16 55,5,,12.7,,7.30,Sge,Record: 13+ 17.5+ 8+
NGC 6881,PK74+2.1,20 10.9,+37 25,3,2a+3,13.6,16.7,7.09,Cyg,Record: 13+  8+
NGC 6884,PK82+7.1,20 10.4,+46 28,6x5,2b,11.0,18.6,5.80,Cyg,Record: 13+ 17.5+ 8+
NGC 6886,PK60-7.2,20 12.7,+19 59,9,2+3,11.4,15.7,7.28,Sge,Record: 13+ 17.5+ 8+
NGC 6891,PK54-12.1,20 15.1,+12 42,15,2a+2b,10.4,11.1,7.39,Del,Record: 8+  8+
NGC 6894,PK69-2.1,20 16.4,+30 34,44,4+2,12.5,17.5,11.83,Cyg,Record: 17.5+  8+
NGC 6905,PK61-9.1,20 22.4,+20 06,47x37,3+3,10.9,14.2,10.11,Del,Record: 8+  8+
NGC 7008,PK93+5.2,21 00.5,+54 33,98x75,3,11.0,13.3,11.78,Cyg,Record: 8+  8+
NGC 7009,PK37-34.1,21 04.2,-11 22,30x26, 4+6,7.8,11.9,6.14,Aqr,Record: 17.5+  8+
NGC 7026,PK89+0.1,21 06.3,+47 51,29x13,3a,10.9,14.2,8.45,Cyg,Record: 13+  8+
NGC 7027,PK84-3.1,21 07.0,+42 14,18x11,3a,8.5,11.3,5.35,Cyg,Record: 13+  8+
NGC 7048,PK88-1.1,21 14.3,+46 17,62x60,3b,12.1,18,12.14,Cyg,Record: 17.5+  8+
NGC 7076,PK101+8.1,21 26.4,+62 53,67x47,3b,14.5,11.3,13.35,Cep,Record: 17.5+ 17.5+ 8+
NGC 7094,PK66-28.1,21 36.9,+12 47,99x91,4,13.7,13.6,14.70,Peg,Record: 13+  8+
NGC 7139,PK104+7.1,21 46.1,+63 48,86x70,3b,13.4,18,13.96,Cep,Record: 8+  8+
NGC 7293,PK36-57.1,22 29.6,-20 50,880x720,4+3,7.6,13.4,13.22,Aqr,Record: 8+ 17.5+ 8+
NGC 7354,PK107+2.1,22 40.3,+61 17,28x20,4+3b,12.2,15.0,10.18,Cep,Record: 13+  8+
NGC 7662,PK106-17.1,23 25.9,+42 32,32x28,4+3,8.3,12.7,6.79,And,Record: 8+ 17.5+ 8+
Ns 238,PK254+0.1,08 20.9,-36 14,56,,11.5,10.5,11.35,Pup,Record:   8+
PB 1,PK226-3.1,07 02.8,-13 43,6,,13.3,16.2,8.29,CMa,Record: 17.5+ 17.5+ 8+
PB 10,PK48-2.1,19 28.2,+12 20,10,,14.8,,10.91,Aql,Record: 17.5+ 17.5+ 8+
PB 2,PK263-5.1,08 20.7,-46 22,3,,13.2,,6.69,Vel,Record: 17.5+  8+
PB 3,PK269-3.1,08 54.3,-50 32,7,,13.5,,8.83,Vel,Record:   8+
PB 4,PK275-4.1,09 15.1,-54 53,14x9,,12.8,16.4,9.16,Vel,Record:   8+
PB 5,PK268+2.1,09 16.2,-45 29,5,,14.2,,8.80,Vel,Record:   20+
PB 6,PK278+5.1,10 13.3,-50 20,14x9,,12.8,,9.16,Vel,Record:   8+
PB 8,PK292+4.1,11 33.3,-57 06,5,,13.0,13.6,7.60,Cen,Record:   8+
PB 9,PK46-3.1,19 27.7,+10 24,12,1,14.8,,11.30,Aql,Record: 17.5+ 17.5+ 8+
PBOZ 24,,17 37.9,-25 21,stellar,,,,,Oph,Record:   20-
PBOZ 34,PK5-1.1,18 05.4,-25 13,stellar,,,,,Sgr,Record:   20-
PC 11,PK331-5.1,16 37.7,-55 42,5,,12.0,13.68,6.60,Ara,Record:   8+
PC 12,PK0+17.1,16 43.8,-18 57,5x4,1,14.5,15.2,8.86,Oph,Record: 13+ 17.5+ 8+
PC 13,PK351+9.1,16 50.3,-30 20,5,,14.1,16.0,8.70,Sco,Record: 17.5+ 17.5+ 8+
PC 14,PK336-6.1,17 06.2,-52 30,8x6,,12.8,14.8,8.11,Ara,Record:   8+
PC 17,PK343-7.1,17 35.7,-47 00,6,,13.4,14.6,8.39,Ara,Record:  17.5+ 8+
PC 19,PK32+7.2,18 24.7,+02 29,14,,12.2,,9.04,Ser,Record: 17.5+ 17.5+ 8+
PC 20,PK31+1.1,18 43.1,-00 17,10,1,,,,Aql,Record:  17.5- 20-
PC 21,PK13-7.1,18 45.6,-20 35,15x12,?+3,14.0,18.4,10.74,Sgr,Record: 17.5+ 17.5+ 8+
PC 22,PK51-4.1,19 42.1,+13 51,20,,14.4,18.10,12.01,Aql,Record: 17.5+ 17.5+ 8+
PC 23,PK68+3.1,19 51.9,+32 59,5,1,14.7,,9.30,Cyg,Record: 17.5+ 17.5- 20+
PC 24,PK66-5.1,20 19.6,+27 00,5,,13.5,,8.10,Vul,Record: 13+ 17.5+ 8+
Pe 1-1,PK285+1.1,10 38.5,-56 47,3,,14.0,,7.49,Vel,Record:   20+
Pe 1-11,PK358-5.1,18 01.7,-33 15,14x10,2,13.3,16.7,12.46,Sgr,Record: 17.5+ 17.5+ 8+
Pe 1-12,PK4-5.3,18 17.7,-28 17,12,2,16.0,17.2,12.50,Sgr,Record:  17.5- 20+
Pe 1-13,PK10-6.2,18 34.9,-22 43,8x7,2,15.2,17.3,10.67,Sgr,Record: 17.5+ 17.5+ 20+
Pe 1-14,PK25-0.1,18 42.1,-06 41,5,,19.2,,13.80,Sct,Record:  17.5- 20-
Pe 1-15,PK25-2.1,18 46.4,-07 15,6x3,2+3b,16.1,16.2,10.34,Sct,Record:  17.5- 20+
Pe 1-16,PK26-2.1,18 47.5,-06 54,8x7,2b,14.2,15.5,9.67,Sct,Record: 13+ 17.5+ 8+
Pe 1-17,PK24-3.1,18 47.8,-09 09,8x7,3+2,14.8,,12.27,Sct,Record: 13+ 17.5+ 20+
Pe 1-18,PK27-2.1,18 48.8,-05 56,7,2a,16.0,,11.33,Sct,Record: 17.5+ 17.5+ 20+
Pe 1-19,PK26-2.3,18 49.8,-07 02,6x3,2,14.5,16.4,9.44,Sct,Record: 13+ 17.5+ 8+
Pe 1-2,PK285+1.2,10 39.5,-57 06,5,,15.0,,9.60,Vel,Record:   8+
Pe 1-20,PK28-4.1,18 57.3,-06 00,11x8,4,16.3,,12.27,Sct,Record: 17.5+ 17.5+ 20+
Pe 1-21,PK28-3.1,18 57.8,-05 28,10x8,,16.9,,12.76,Sct,Record: 17.5+ 17.5- 20+
Pe 1-3,PK288-2.1,10 44.5,-61 40,9x8,,14.1,,9.85,Car,Record:   20+
Pe 1-6,PK336+1.1,16 23.9,-46 42,14x11,,16.3,,12.87,Nor,Record:  17.5- 20+
Pe 1-7,PK337+1.1,16 30.4,-46 03,5,,17.7,,12.30,Nor,Record:   20-
Pe 1-8,PK342-2.1,17 06.4,-44 13,18,4,14.0,,12.38,Sco,Record: 17.5+ 17.5+ 8+
Pe 1-9,PK5+3.1,17 45.6,-23 02,15x9,,17.9,,14.33,Sgr,Record:  17.5- 20-
Pe 2-10,PK6+2.4,17 53.6,-21 59,4,,18.3,,12.41,Sgr,Record:  17.5- 20-
Pe 2-11,PK2-1.1,17 58.5,-27 37,6x4,,19.6,,14.15,Sgr,Record:  17.5- 20-
Pe 2-12,PK2-2.3,18 01.2,-27 38,7x3,,,,,Sgr,Record:  17.5- 20-
Pe 2-13,PK6-4.1,18 18.2,-25 38,7x5,,15.0,17.3,8.46,Sgr,Record: 17.5+ 17.5+ 20+
Pe 2-14,PK13-4.1,18 30.0,-19 41,6x5,,16.0,,10.80,Sgr,Record:  17.5+ 20+
Pe 2-15,PK26-1.2,18 45.5,-06 57,3,,17.4,,10.89,Sct,Record: 17.5+ 17.5- 20+
Pe 2-4,PK275-1.1,09 30.8,-53 10,7,,15.5,,10.83,Vel,Record:  17.5- 20+
Pe 2-5,PK285-1.1,10 28.7,-59 04,90,,16.1,,16.98,Car,Record:   20-
Pe 2-7,PK285+2.1,10 41.3,-56 09,stellar,,15.5,,7.35,Vel,Record:   20+
Pe 2-8,PK322-0.1,15 23.7,-57 09,2x1,,17.9,,9.75,Cir,Record:   20-
Pease 1,PK65-27.1,21 30.0,+12 10,1,1,15.1,,6.60,Peg,Record:   17.5+ 17.5+ 20+
PHL 932,PK125-47.1,00 59.9,+15 44,151x114,,14.0,,,Psc,Record:   20-
PM 1-149,PK2+6.1,17 27.9,-22 57,stellar,,,,,Oph,Record:   20-
PM 1-188,PK12+4.1,17 54.3,-15 56,4,,,,,Ser,Record:   20-
PM 1-276,PK43+2.1,19 02.3,+10 17,14,,,,,Aql,Record: 17.5+  20+
PM 1-295,PK51+1.1,19 19.3,+17 12,20,,,,,Sge,Record:   20-
PM 1-310,PK60+1.2,19 38.9,+25 06,stellar,,,,,Vul,Record:   20-
PM 1-339,PK110+1.1,22 58.9,+61 58,6,,,,,Cep,Record:   20-
PM 1-89,PK324+3.1,15 19.1,-53 10,27,,,,,Lup,Record:   20-
PP 40,PK173+2.1,05 40.9,+35 43,30,,,,,Aur,Record:   20-
PRMG 1,PK6-41.1,21 05.9,-37 08,8,,16.7,,12.32,Mic,Record:   20+
PRTM 1,PK243-37.1,05 03.0,-39 46,23,,14.0,,,Cae,Record:   20+
Pu 1,PK181+0.1,05 52.8, +28 06,65,,15.9,,16.07,Tau,Record:  17.5- 20-
Pu 2,PK173+3.1,05 42.6,+36 09,20,,18.1,,15.71,Aur,Record:   20-
PuWe 1,PK158+17.1,06 19.6,+55 37,1200,3,11.2,15.4,,Lyn,Record:  17.5- 20-
Sa 1-5,PK340-4.1,17 11.5,-47 25,stellar,,16.8,,,Ara,Record:   20+
Sa 1-6,PK340-14.1,18 01.0,-52 44,11,,15.3,,,Ara,Record:   20+
Sa 1-8,PK20-5.1,18 50.7,-13 31,8,,14.6,14.1,10.22,Sct,Record: 17.5+ 17.5+ 8+
Sa 2-21,PK238+7.2,08 08.7,-19 14,40,,13.7,,12.82,Pup,Record: 13+ 17.5+ 8+
Sa 2-230,PK10+7.1,17 42.0,-15 56,10,,16.2,,,Ser,Record: 17.5+  20+
Sa 2-237,PK11+7.1,17 44.7,-15 45,25x7,,14.0,,,Ser,Record: 17.5+  8+
Sa 3-104,PK1-2.2,17 58.4,-29 21,5,,17.9,,,Sgr,Record:   20-
Sa 3-111,PK14+4.1,18 01.1,-14 30,6,,19.1,,,Ser,Record:   20-
Sa 3-134,PK16-2.1,18 29.3,-15 08,stellar,,16.5,,,Sct,Record:   20+
Sa 3-151,PK33-1.1,18 58.9,-00 33,stellar,,,,,Aql,Record:   20+
Sa 3-92,PK1-1.4,17 54.9,-28 49,6,,18.5,,,Sgr,Record:   20-
Sa 4-1,PK75+35.1,17 13.8,+49 16,13,,15.2,14.3,9.68,Her,Record: 17.5+ 17.5+ 20+
SaSt 1-1,PK249+6.1,08 31.7,-27 46,stellar,,,,,Pyx,Record:   20-
SaSt 2-12,PK334-7.1,17 03.0,-53 56,stellar,,14.1,,5.95,Ara,Record:   20?
SaSt 2-3,,07 48.1,-14 08,stellar,,16.6,,,Pup,Record:   20-
SaSt 3-166,,18 29.2,-17 27,13,,,,,Sgr,Record:   20-
SaWe 1,PK233-10.1,06 50.7,-22 26,55,,16.4,,16.21,CMa,Record:   20-
SaWe 2,PK358+4.3,17 26.9,-27 41,70,,,,,Oph,Record: 17.5+  20+
SaWe 3,PK13-2.1,18 26.1,-18 12,110,,15.3,,16.62,Sgr,Record:   20-
SaWe 4,PK14-11.1,19 02.3,-21 27,85,,15.9,,16.66,Sgr,Record:   20-
Sd 1,PK78+0.1,20 29.3,+40 15,8,,17.2,,12.82,Cyg,Record:  17.5- 20+
Sh 1-89,PK89-0.1,21 14.1,+47 46,44x29,3a,14.5,19.1,13.37,Cyg,Record: 13+ 17.5+ 20+
Sh 2-176,PK120-5.1,00 31.9,+57 23,720,,,,,Cas,Record:   20-
Sh 2-68,PK30+6.1,18 25.0,+00 52,400,,13.1,16.0,,Ser,Record: 17.5+  20+
Sh 2-71,PK36-1.1,19 02.0,+02 09,124x75,3b+3,12.3,13.8,14.23,Aql,Record: 13+ 17.5+ 8+
ShWi 2-1,PK1-3.3,18 02.5,-29 25,13,,18.3,,14.98,Sgr,Record:   20-
ShWi 2-5,PK1-3.7,18 03.9,-29 51,4,,15.8,,9.91,Sgr,Record:   20+
ShWi 2-7,PK1-3.9,18 05.1,-29 20,12,,16.3,,12.80,Sgr,Record:   20-
Simeiz 22,PK128-4.1,01 30.7,+58 22,340,,12.1,,,Cas,Record:   17.5+  20+
Sn 1,PK13+32.1,16 21.1,-00 16,6,,12.9,14.7,7.89,Ser,Record: 13+ 17.5+ 8+
Sp 1,PK329+2.1,15 51.7,-51 31,80,4,12.6,13.87,13.23,Nor,Record: 17.5+ 17.5+ 8+
Sp 3,PK342-14.1,18 07.3,-51 01,36,,13.5,12.5,12.39,Ara,Record: 8+ 17.5+ 8+
Sp 4-1,PK68+14.1,19 00.5,+38 21,2,1,13.7,,6.31,Lyr,Record: 17.5+ 17.5+ 8+
St 3-1,PK217+2.1,07 06.8,-03 05,12x5,,14.2,16.5,9.75,Mon,Record: 17.5+ 17.5+ 8+
Ste 2-1,PK280+2.1,10 12.0,-52 38,20,,13.5,,11.11,Vel,Record:   8+
StWr 2-21,PK5-18.1,19 14.4,-32 34,5,,16.2,,10.80,Sgr,Record:  17.5+ 20+
StWr 4-10,PK336+8.1,16 02.2,-41 34,stellar,,15.2,,7.05,Lup,Record:   20+
SuWt 2,PK311+2.2,13 55.8,-59 23,65,,,,,Cen,Record:   20-
SuWt 3,PK343+3.1,16 44.4,-40 03,20,,18.4,,16.01,Sco,Record:   20-
SwSt 1,PK1-6.2,18 16.2,-30 52,stellar,1,11.9,11.8,3.75,Sgr,Record: 13+ 17.5+ 8+
TDC 1,PK29-0.1,18 44.9,-03 21,6,,,,,Aql,Record:   20-
Te 1567,PK2+1.2,17 45.5,-25 38,10,,17.9,,14.01,Sgr,Record: 17.5+  20-
Te 1580,PK2+2.2,17 43.7,-25 37,11,,17.3,,13.61,Oph,Record:   20-
Te 2022,,17 42.7,-29 52,12,,,,,Oph,Record:   20-
Te 2111,PK3+1.1,17 48.5,-24 41,8,,,,,Sgr,Record:   20-
Te 2337,,17 48.8,-26 44,28,,,,,Sgr,Record:   20-
Te 5,PK2+2.1,17 42.5,-25 45,8,,18.4,,14.02,Oph,Record:   20-
TeJu 18,PK357+4.2,17 21.6,-28 55,8,,18.4,,14.02,Oph,Record:   20-
TeJu 19,PK359+5.3,17 25.4,-26 12,8,,,,,Oph,Record:   20-
TeJu 8,PK358+7.2,17 12.5,-26 26,17,,,,,Oph,Record:   20-
Th 2-A,PK306-0.1,13 22.6,-63 21,23,,14.4,,,Cen,Record:   8+
Th 3-1,PK358+9.1,17 05.8,-25 24,6,,14.9,17.8,10.39,Oph,Record: 17.5+ 17.5+ 20+
Th 3-10,PK355+2.2,17 24.7,-30 52,stellar,,19.5,,,Sco,Record:   20-
Th 3-11,PK355+2.3,17 24.4,-31 43,stellar,,,,,Sco,Record:   20-
Th 3-12,PK356+3.1,17 25.1,-29 45,stellar,,20.3,,,Oph,Record:   20-
Th 3-13,PK356+2.1,17 25.3,-30 41,stellar,,18.3,,,Sco,Record:   20-
Th 3-14,PK359+4.1,17 25.7,-26 58,stellar,,,,,Oph,Record:   20-
Th 3-15,PK358+4.2,17 27.2,-27 44,stellar,,,,,Oph,Record:   20-
Th 3-16,PK357+3.5,17 27.4,-29 21,6,,,,,Oph,Record:   20-
Th 3-19,PK358+3.3,17 28.7,-28 27,stellar,,,,,Oph,Record: 17.5-  20+
Th 3-23,PK358+2.2,17 30.4,-29 10,stellar,,,,,Oph,Record:   20-
Th 3-24,PK357+2.7,17 30.9,-30 17,stellar,,19.8,,,Sco,Record:  17.5- 20-
Th 3-25,PK359+3.2,17 30.8,-27 06,7,,19.7,,,Oph,Record:  17.5- 20-
Th 3-26,PK358+3.8,17 31.2,-28 15,6,,17.0,,,Oph,Record:   20+
Th 3-27,PK2+4.1,17 36.0,-24 26,10,,15.8,,,Oph,Record:  17.5- 20+
Th 3-3,PK356+5.1,17 17.3,-29 00,17,,16.4,,,Oph,Record:   20-
Th 3-32,PK359+2.4,17 35.3,-28 07,stellar,,,,,Oph,Record:   20-
Th 3-33,PK359+2.3,17 35.8,-27 43,6,,,,,Oph,Record:  17.5- 20-
Th 3-35,PK359+1.1,17 38.7,-28 43,stellar,,,,,Oph,Record:  17.5- 20-
Th 3-4,PK354+3.1,17 18.9,-31 39,stellar,,16.4,,,Sco,Record:   20-
Th 3-55,PK356+1.2,17 31.0,-31 01,stellar,,19.7,,,Sco,Record:   20-
Th 3-6,PK355+3.3,17 19.3,-31 13,stellar,,19.1,,,Sco,Record:   20-
Th 4-1,PK7+4.1,17 46.3,-20 14,stellar,,17.3,,,Sgr,Record:  17.5- 20-
Th 4-10,PK10+3.1,17 57.1,-18 07,stellar,,16.8,,,Sgr,Record:  17.5- 20-
Th 4-11,PK11+2.1,18 00.1,-17 41,5,,18.3,,,Sgr,Record:  17.5- 20+
Th 4-2,PK8+5.1,17 46.2,-18 40,20x18,,16.6,,,Sgr,Record:  17.5- 20+
Th 4-3,PK6+2.1,17 48.6,-22 17,stellar,,,,,Sgr,Record:  17.5- 20-
Th 4-5,PK9+4.1,17 50.5,-19 03,8x5,,16.3,,9.81,Sgr,Record: 17.5+ 17.5+ 20+
Th 4-6,PK9+4.2,17 51.0,-18 47,stellar,,15.6,,,Sgr,Record: 17.5+ 17.5- 20+
Th 4-7,PK6+2.3,17 52.4,-21 51,6,,15.8,,10.79,Sgr,Record:  17.5+ 20+
Th 4-9,PK9+2.1,17 56.0,-19 29,stellar,,,,,Sgr,Record:  17.5- 20-
TrBr 4,PK357+1.3,17 35.7,-30 21,30,,,,,Sco,Record:   20-
Trz 41,PK0+6.2,17 20.4,-24 52,12,,,,,Oph,Record:   20-
VBe 3,PK326-1.2,15 53.0,-56 24,12,,16.9,,13.40,Nor,Record:   20-
VBRC 1,PK257+0.1,08 30.9,-38 18,61,,14.0,,14.04,Vel,Record:   20+
VBRC 5,PK309+1.1,13 44.0,-60 50,68,,16.7,,16.97,Cen,Record:   20-
VBRC 6,PK317+3.1,14 41.6,-56 15,45,,16.9,,16.27,Cir,Record:   20-
VBRC 7,PK329+1.1,15 54.9,-51 23,100,,,,,Nor,Record:   20-
Vd 1-1,PK344+4.1,16 42.6,-38 54,10,,14.9,,11.11,Sco,Record:  17.5+ 20+
Vd 1-2,PK345+4.1,16 46.8,-38 37,stellar,,,,,Sco,Record:   20-
